Order_ID,Order_Date,Category,Product_Name,Quantity,Unit_Price,Total_Amount,City,Payment_Method,Status
ORD1055,24-05-2025,Toys,Board Game,2,9753,19506,Chennai,Credit Card,Shipped
ORD1056,04-02-2025,Home & Kitchen,Mixer,8,16065,128520,Jaipur,Debit Card,Processing
ORD1057,02-09-2025,Books,Cookbook,2,22999,45998,Jaipur,Cash on Delivery,Cancelled
ORD1058,29-06-2025,Automotive,Air Freshener,6,25517,153102,Surat,UPI,Shipped
ORD1059,18-02-2025,Electronics,Headphones,3,19182,57546,Pune,Cash on Delivery,Cancelled
ORD1060,20-03-2025,Automotive,Seat Covers,4,6022,24088,Kolkata,Credit Card,Delivered
ORD1061,04-10-2025,Sports,Yoga Mat,5,15916,79580,Kolkata,Debit Card,Delivered
ORD1062,21-09-2025,Automotive,Tool Kit,7,4737,33159,Surat,Net Banking,Cancelled
ORD1063,28-04-2025,Clothing,Dress,7,10336,72352,Pune,Debit Card,Pending
ORD1064,18-02-2025,Electronics,Speaker,8,39121,312968,Hyderabad,Debit Card,Cancelled
ORD1065,24-06-2025,Beauty,Face Cream,7,30408,212856,Chennai,UPI,Cancelled
ORD1066,18-01-2025,Beauty,Makeup Kit,5,13348,66740,Kolkata,Debit Card,Pending
ORD1067,19-11-2025,Home & Kitchen,Blender,6,37913,227478,Pune,Credit Card,Cancelled
ORD1068,26-01-2025,Automotive,Air Freshener,5,11206,56030,Jaipur,Cash on Delivery,Shipped
ORD1069,17-08-2025,Beauty,Shampoo,4,31790,127160,Jaipur,Credit Card,Delivered
ORD1070,09-04-2025,Home & Kitchen,Cookware Set,1,3996,3996,Kolkata,Net Banking,Pending
ORD1071,17-01-2025,Toys,Doll,6,16604,99624,Kolkata,UPI,Shipped
ORD1072,05-02-2025,Books,Fiction Novel,1,28603,28603,Jaipur,Cash on Delivery,Delivered
ORD1073,13-02-2025,Automotive,Phone Holder,1,35097,35097,Surat,Net Banking,Shipped
ORD1074,09-09-2025,Beauty,Shampoo,9,41551,373959,Delhi,Credit Card,Shipped
ORD1075,27-08-2025,Books,Self-Help Book,4,45078,180312,Bangalore,Credit Card,Cancelled
ORD1076,11-03-2025,Home & Kitchen,Blender,2,11816,23632,Mumbai,Net Banking,Delivered
ORD1077,03-03-2025,Beauty,Lipstick,2,36389,72778,Chennai,UPI,Delivered
ORD1078,06-04-2025,Toys,Puzzle,8,8364,66912,Ahmedabad,Cash on Delivery,Processing
ORD1079,01-05-2025,Sports,Dumbbells,1,4644,4644,Mumbai,Cash on Delivery,Cancelled
ORD1080,30-11-2025,Beauty,Lipstick,4,17333,69332,Mumbai,Net Banking,Processing
ORD1081,05-01-2025,Automotive,Tool Kit,3,17197,51591,Surat,Debit Card,Shipped
ORD1082,18-08-2025,Home & Kitchen,Vacuum Cleaner,3,31793,95379,Hyderabad,Credit Card,Delivered
ORD1083,18-03-2025,Sports,Football,4,29604,118416,Delhi,UPI,Processing
ORD1084,15-12-2025,Books,Fiction Novel,8,41271,330168,Bangalore,UPI,Pending
ORD1085,23-11-2025,Automotive,Seat Covers,10,27362,273620,Mumbai,Credit Card,Cancelled
ORD1086,22-09-2025,Books,Magazine,9,47453,427077,Surat,UPI,Delivered
ORD1087,28-10-2025,Electronics,Smart Watch,6,1388,8328,Chennai,Cash on Delivery,Processing
ORD1088,21-09-2025,Toys,Board Game,10,12599,125990,Kolkata,Credit Card,Processing
ORD1089,10-12-2025,Books,Textbook,1,8615,8615,Surat,Debit Card,Cancelled
ORD1090,10-12-2025,Sports,Yoga Mat,4,24087,96348,Surat,Debit Card,Cancelled
ORD1091,22-09-2025,Clothing,Jacket,8,32347,258776,Jaipur,UPI,Delivered
ORD1092,13-07-2025,Electronics,Speaker,6,34759,208554,Delhi,Cash on Delivery,Cancelled
ORD1093,29-09-2025,Electronics,Smart Watch,9,45441,408969,Delhi,Net Banking,Cancelled
ORD1094,08-10-2025,Electronics,Laptop,5,4527,22635,Bangalore,Credit Card,Processing
ORD1095,09-04-2025,Books,Textbook,7,43589,305123,Ahmedabad,Cash on Delivery,Delivered
ORD1096,15-05-2025,Clothing,Jacket,4,9546,38184,Hyderabad,Cash on Delivery,Processing
ORD1097,10-09-2025,Books,Self-Help Book,7,9665,67655,Jaipur,Debit Card,Delivered
ORD1098,26-12-2025,Books,Self-Help Book,5,4656,23280,Pune,UPI,Delivered
ORD1099,26-12-2025,Beauty,Face Cream,6,6056,36336,Mumbai,Credit Card,Delivered
ORD1100,29-10-2025,Beauty,Face Cream,8,22795,182360,Surat,Debit Card,Processing
