Order_ID,Order_Date,Category,Product_Name,Quantity,Unit_Price,Total_Amount,City,Payment_Method,Status
ORD2064,2025-08-09,Toys,Doll,8,29177,233416,Hyderabad,Net Banking,Cancelled
ORD2065,2025-03-28,Clothing,Jacket,9,43706,393354,Surat,UPI,Delivered
ORD2066,2025-05-01,Sports,Football,4,9856,39424,Mumbai,Credit Card,Shipped
ORD2067,2025-09-01,Clothing,Shoes,7,41472,290304,Surat,Debit Card,Cancelled
ORD2068,2025-09-11,Beauty,Face Cream,3,43195,129585,Mumbai,Credit Card,Cancelled
ORD2069,2025-04-23,Home & Kitchen,Mixer,9,30644,275796,Mumbai,Net Banking,Shipped
ORD2070,2025-03-04,Automotive,Phone Holder,8,43950,351600,Jaipur,Net Banking,Pending
ORD2071,2025-06-12,Automotive,Tool Kit,9,28166,253494,Jaipur,Cash on Delivery,Shipped
ORD2072,2025-09-01,Automotive,Seat Covers,4,41989,167956,Chennai,Net Banking,Cancelled
ORD2073,2025-11-17,Books,Cookbook,8,5277,42216,Chennai,Debit Card,Processing
ORD2074,2025-06-21,Toys,Building Blocks,2,9268,18536,Bangalore,Debit Card,Cancelled
ORD2075,2025-12-22,Home & Kitchen,Mixer,4,4409,17636,Pune,Cash on Delivery,Processing
ORD2076,2025-10-05,Automotive,Air Freshener,1,13755,13755,Pune,Cash on Delivery,Pending
ORD2077,2025-12-23,Electronics,Speaker,10,25128,251280,Ahmedabad,Credit Card,Processing
ORD2078,2025-06-02,Beauty,Perfume,9,49189,442701,Jaipur,Net Banking,Shipped
ORD2079,2025-09-07,Books,Cookbook,7,32027,224189,Mumbai,Cash on Delivery,Processing
ORD2080,2025-12-09,Beauty,Makeup Kit,3,30830,92490,Bangalore,Net Banking,Pending
ORD2081,2025-01-14,Beauty,Hair Dryer,10,43650,436500,Mumbai,Credit Card,Cancelled
ORD2082,2025-03-11,Automotive,Phone Holder,1,17249,17249,Pune,UPI,Shipped
ORD2083,2025-08-21,Toys,Puzzle,7,18435,129045,Pune,UPI,Delivered
ORD2084,2025-08-29,Electronics,Camera,9,3613,32517,Kolkata,Debit Card,Delivered
ORD2085,2025-11-30,Electronics,Speaker,1,16405,16405,Hyderabad,Credit Card,Pending
ORD2086,2025-03-20,Books,Textbook,8,44073,352584,Delhi,Net Banking,Shipped
ORD2087,2025-08-27,Sports,Yoga Mat,3,39907,119721,Surat,Credit Card,Shipped
ORD2088,2025-06-09,Clothing,Dress,1,20644,20644,Surat,Cash on Delivery,Cancelled
ORD2089,2025-04-12,Clothing,Dress,4,6878,27512,Chennai,Net Banking,Delivered
ORD2090,2025-10-17,Electronics,Tablet,9,28274,254466,Kolkata,Credit Card,Pending
ORD2091,2025-11-28,Toys,Action Figure,7,32325,226275,Delhi,Cash on Delivery,Processing
ORD2092,2025-11-22,Automotive,Phone Holder,7,11743,82201,Jaipur,UPI,Pending
ORD2093,2025-10-03,Automotive,Air Freshener,7,48108,336756,Surat,UPI,Processing
ORD2094,2025-05-06,Clothing,Jacket,8,16181,129448,Ahmedabad,Net Banking,Pending
ORD2095,2025-12-09,Beauty,Lipstick,1,32594,32594,Kolkata,Debit Card,Cancelled
ORD2096,2025-04-19,Toys,Puzzle,6,18527,111162,Surat,UPI,Pending
ORD2097,2025-01-06,Books,Fiction Novel,4,47390,189560,Pune,Cash on Delivery,Pending
ORD2098,2025-05-04,Automotive,Air Freshener,8,1330,10640,Delhi,UPI,Shipped
ORD2099,2025-07-27,Books,Cookbook,10,24384,243840,Ahmedabad,Net Banking,Pending
ORD2100,2025-06-26,Beauty,Makeup Kit,9,21878,196902,Kolkata,Cash on Delivery,Processing
