Order_ID,Order_Date,Category,Product_Name,Quantity,Unit_Price,Total_Amount,City,Payment_Method,Status
ORD4081,2025-08-02,Electronics,Headphones,2,47517,95034,Chennai,Debit Card,Pending
ORD4082,2025-01-19,Books,Fiction Novel,5,26307,131535,Surat,UPI,Shipped
ORD4083,2025-05-02,Home & Kitchen,Cookware Set,10,4065,40650,Chennai,Debit Card,Cancelled
ORD4084,2025-04-23,Automotive,Car Vacuum,10,21668,216680,Bangalore,Credit Card,Shipped
ORD4085,2025-01-19,Electronics,Tablet,10,24660,246600,Mumbai,Cash on Delivery,Cancelled
ORD4086,2025-08-07,Beauty,Perfume,9,40412,363708,Surat,Cash on Delivery,Processing
ORD4087,2025-11-21,Beauty,Shampoo,7,3952,27664,Pune,Cash on Delivery,Cancelled
ORD4088,2025-08-05,Beauty,Perfume,7,15772,110404,Pune,Debit Card,Cancelled
ORD4089,2025-02-28,Books,Textbook,3,9579,28737,Jaipur,Net Banking,Cancelled
ORD4090,2025-11-23,Clothing,Shoes,1,41005,41005,Jaipur,Net Banking,Processing
ORD4091,2025-10-16,Automotive,Air Freshener,1,23779,23779,Jaipur,Debit Card,Delivered
ORD4092,2025-11-21,Electronics,Camera,3,40006,120018,Kolkata,Cash on Delivery,Shipped
ORD4093,2025-06-25,Home & Kitchen,Coffee Maker,6,6159,36954,Mumbai,Credit Card,Shipped
ORD4094,2025-12-25,Sports,Dumbbells,10,36045,360450,Pune,UPI,Shipped
ORD4095,2025-04-27,Clothing,Jacket,6,26154,156924,Pune,UPI,Delivered
ORD4096,2025-08-24,Automotive,Tool Kit,3,30379,91137,Jaipur,Debit Card,Shipped
ORD4097,2025-10-11,Toys,RC Car,2,31352,62704,Mumbai,Debit Card,Cancelled
ORD4098,2025-06-05,Electronics,Headphones,10,49069,490690,Jaipur,Debit Card,Processing
ORD4099,2025-08-28,Toys,Board Game,4,26995,107980,Kolkata,Debit Card,Shipped
ORD4100,2025-08-19,Beauty,Shampoo,5,16608,83040,Bangalore,Cash on Delivery,Cancelled
